id_transaccion,indice_split,split,monto_final,es_anomalia,tipo_anomalia,split_sugerido,reconstruction_error,severidad,prediccion_anomalia
TRX-001674,348,prueba,4.16,1,descuento_fuera_politica,prueba,0.10320826,media,1
TRX-001677,349,prueba,8.88,1,venta_fuera_horario,prueba,0.06651845,baja,1
TRX-001680,350,prueba,47.78,0,normal,prueba,0.05462458,normal,0
TRX-001681,351,prueba,4.53,1,venta_fuera_horario,prueba,0.08334379,media,1
TRX-001684,352,prueba,3.95,0,normal,prueba,0.044486005,normal,0
TRX-001685,320,validacion,173.66,1,devolucion_monto_alto,validacion,0.77964455,alta,1
TRX-001686,321,validacion,13.12,0,normal,validacion,0.08894479,media,1
TRX-001687,322,validacion,225.7,1,monto_extremo,validacion,0.9542315,alta,1
TRX-001690,353,prueba,112.5,1,empleado_anulaciones_altas,prueba,0.22329013,alta,1
TRX-001692,323,validacion,19.11,0,normal,validacion,0.044803165,normal,0
TRX-001693,354,prueba,176.31,1,devolucion_monto_alto,prueba,0.8938576,alta,1
TRX-001698,324,validacion,5.69,0,normal,validacion,0.04875998,normal,0
TRX-001704,355,prueba,240.5,1,devolucion_monto_alto,prueba,1.5644268,alta,1
TRX-001706,356,prueba,23.22,0,normal,prueba,0.052064985,normal,0
TRX-001708,357,prueba,2.14,0,normal,prueba,0.04683591,normal,0
TRX-001709,358,prueba,0.76,1,descuento_fuera_politica,prueba,0.15149067,alta,1
TRX-001710,359,prueba,2.6,0,normal,prueba,0.047875136,normal,0
TRX-001711,325,validacion,53.63,0,normal,validacion,0.055481248,normal,0
TRX-001719,360,prueba,-12.0,1,monto_inconsistente,prueba,0.08179607,baja,1
TRX-001721,326,validacion,11.07,0,normal,validacion,0.047787253,normal,0
TRX-001723,327,validacion,18.25,0,normal,validacion,0.045954347,normal,0
TRX-001725,361,prueba,285.13,1,monto_extremo,prueba,1.8339647,alta,1
TRX-001727,362,prueba,0.0,1,monto_inconsistente,prueba,0.058274888,normal,0
TRX-001728,363,prueba,3.85,0,normal,prueba,0.051115464,normal,0
TRX-001729,328,validacion,15.04,0,normal,validacion,0.045527115,normal,0
TRX-001730,364,prueba,276.13,1,monto_extremo,prueba,1.483862,alta,1
TRX-001731,329,validacion,12.47,1,efectivo_descuento_alto,validacion,0.059840664,normal,0
TRX-001734,330,validacion,9.65,0,normal,validacion,0.046534643,normal,0
TRX-001735,365,prueba,4.09,0,normal,prueba,0.050574522,normal,0
TRX-001736,366,prueba,37.41,1,empleado_anulaciones_altas,prueba,0.26068816,alta,1
TRX-001741,367,prueba,23.31,0,normal,prueba,0.052627034,normal,0
TRX-001745,368,prueba,261.39,1,monto_extremo,prueba,1.508936,alta,1
TRX-001749,331,validacion,13.02,0,normal,validacion,0.04521768,normal,0
TRX-001762,369,prueba,9.59,0,normal,prueba,0.049572892,normal,0
TRX-001766,332,validacion,7.72,0,normal,validacion,0.048837036,normal,0
TRX-001767,333,validacion,344.62,1,monto_extremo,validacion,2.9414666,alta,1
TRX-001769,370,prueba,2.08,0,normal,prueba,0.051707104,normal,0
TRX-001772,371,prueba,1.52,1,efectivo_descuento_alto,prueba,0.1063435,alta,1
TRX-001773,372,prueba,12.59,0,normal,prueba,0.03654553,normal,0
TRX-001775,334,validacion,19.07,0,normal,validacion,0.05390574,normal,0
TRX-001779,335,validacion,25.04,0,normal,validacion,0.058022056,normal,0
TRX-001784,373,prueba,8.7,0,normal,prueba,0.046236504,normal,0
TRX-001788,374,prueba,16.15,0,normal,prueba,0.04452765,normal,0
TRX-001791,375,prueba,211.33,1,devolucion_monto_alto,prueba,0.8519765,alta,1
TRX-001794,376,prueba,10.97,0,normal,prueba,0.044742502,normal,0
TRX-001795,377,prueba,14.56,1,venta_fuera_horario,prueba,0.091278724,media,1
TRX-001796,378,prueba,21.27,0,normal,prueba,0.048695076,normal,0
TRX-001800,336,validacion,5.13,0,normal,validacion,0.054671217,normal,0
TRX-001801,379,prueba,2.45,1,venta_fuera_horario,prueba,0.0960684,media,1
TRX-001803,337,validacion,0.0,1,monto_inconsistente,validacion,0.052647203,normal,0
TRX-001804,380,prueba,3.56,0,normal,prueba,0.053812984,normal,0
TRX-001808,381,prueba,11.64,0,normal,prueba,0.044502236,normal,0
TRX-001810,382,prueba,40.96,0,normal,prueba,0.04887536,normal,0
TRX-001813,338,validacion,6.54,0,normal,validacion,0.045224417,normal,0
TRX-001817,383,prueba,8.68,0,normal,prueba,0.0462952,normal,0
TRX-001818,384,prueba,13.47,0,normal,prueba,0.0445059,normal,0
TRX-001820,339,validacion,5.96,0,normal,validacion,0.053551324,normal,0
TRX-001823,385,prueba,139.63,1,devolucion_monto_alto,prueba,0.6163779,alta,1
TRX-001825,340,validacion,13.02,0,normal,validacion,0.059865125,normal,0
TRX-001827,341,validacion,1.77,0,normal,validacion,0.043753307,normal,0
TRX-001829,386,prueba,13.96,1,efectivo_descuento_alto,prueba,0.10483793,media,1
TRX-001830,387,prueba,26.09,0,normal,prueba,0.057267804,normal,0
TRX-001832,388,prueba,3.72,0,normal,prueba,0.046735935,normal,0
TRX-001833,389,prueba,173.66,1,monto_extremo,prueba,0.635756,alta,1
TRX-001839,342,validacion,3.89,0,normal,validacion,0.04273787,normal,0
TRX-001840,343,validacion,93.93,1,empleado_anulaciones_altas,validacion,0.1525099,alta,1
TRX-001842,344,validacion,0.0,1,monto_inconsistente,validacion,0.047687717,normal,0
TRX-001843,345,validacion,4.87,0,normal,validacion,0.04998489,normal,0
TRX-001846,346,validacion,58.66,0,normal,validacion,0.047986325,normal,0
TRX-001850,390,prueba,6.41,0,normal,prueba,0.048861165,normal,0
TRX-001851,347,validacion,3.8,0,normal,validacion,0.04962082,normal,0
TRX-001854,391,prueba,3.19,0,normal,prueba,0.049425222,normal,0
TRX-001858,392,prueba,230.19,1,devolucion_monto_alto,prueba,1.1134384,alta,1
TRX-001859,393,prueba,8.04,0,normal,prueba,0.039167672,normal,0
TRX-001864,394,prueba,21.09,0,normal,prueba,0.047414582,normal,0
TRX-001866,395,prueba,15.46,1,venta_fuera_horario,prueba,0.11191898,alta,1
TRX-001868,396,prueba,58.75,0,normal,prueba,0.052479666,normal,0
TRX-001869,348,validacion,6.25,1,descuento_fuera_politica,validacion,0.13164623,alta,1
TRX-001870,397,prueba,11.51,0,normal,prueba,0.048651557,normal,0
TRX-001872,398,prueba,2.72,0,normal,prueba,0.04225664,normal,0
TRX-001873,349,validacion,95.69,0,normal,validacion,0.051425867,normal,0
TRX-001875,350,validacion,28.79,0,normal,validacion,0.04799989,normal,0
TRX-001876,399,prueba,24.46,1,venta_fuera_horario,prueba,0.11354056,alta,1
TRX-001890,400,prueba,0.86,1,efectivo_descuento_alto,prueba,0.07246183,baja,1
TRX-001891,351,validacion,5.5,0,normal,validacion,0.058271334,normal,0
TRX-001894,352,validacion,249.92,1,monto_extremo,validacion,1.5679929,alta,1
TRX-001895,353,validacion,15.91,0,normal,validacion,0.049300954,normal,0
TRX-001898,354,validacion,6.38,1,descuento_fuera_politica,validacion,0.14968161,alta,1
TRX-001899,355,validacion,9.69,0,normal,validacion,0.06854555,baja,1
TRX-001904,356,validacion,1.07,0,normal,validacion,0.047076873,normal,0
TRX-001911,401,prueba,23.03,0,normal,prueba,0.047292084,normal,0
TRX-001915,402,prueba,67.76,1,empleado_anulaciones_altas,prueba,0.088229224,media,1
TRX-001916,403,prueba,9.76,0,normal,prueba,0.053128805,normal,0
TRX-001918,357,validacion,8.08,0,normal,validacion,0.046693962,normal,0
TRX-001921,404,prueba,5.49,0,normal,prueba,0.046252526,normal,0
TRX-001925,358,validacion,25.65,0,normal,validacion,0.04853354,normal,0
TRX-001928,359,validacion,271.2,1,monto_extremo,validacion,2.1237497,alta,1
TRX-001929,405,prueba,6.34,0,normal,prueba,0.04482227,normal,0
TRX-001930,360,validacion,3.17,0,normal,validacion,0.045318447,normal,0
TRX-001934,361,validacion,34.33,1,empleado_anulaciones_altas,validacion,0.20791537,alta,1
TRX-001937,406,prueba,19.36,0,normal,prueba,0.041915566,normal,0
TRX-001938,362,validacion,3.85,0,normal,validacion,0.049377896,normal,0
TRX-001939,407,prueba,9.84,0,normal,prueba,0.047744896,normal,0
TRX-001940,363,validacion,13.07,0,normal,validacion,0.04907695,normal,0
TRX-001942,408,prueba,299.62,1,monto_extremo,prueba,1.9623319,alta,1
TRX-001943,364,validacion,13.77,0,normal,validacion,0.05227108,normal,0
TRX-001946,409,prueba,0.0,1,monto_inconsistente,prueba,0.06084428,normal,0
TRX-001947,410,prueba,1.9,0,normal,prueba,0.0566953,normal,0
TRX-001949,411,prueba,22.76,0,normal,prueba,0.051457588,normal,0
TRX-001951,412,prueba,83.18,1,devolucion_monto_alto,prueba,0.3196664,alta,1
TRX-001953,413,prueba,33.15,0,normal,prueba,0.050344322,normal,0
TRX-001955,414,prueba,110.59,1,empleado_anulaciones_altas,prueba,0.46712068,alta,1
TRX-001963,365,validacion,1.22,0,normal,validacion,0.0415619,normal,0
TRX-001965,415,prueba,61.5,1,empleado_anulaciones_altas,prueba,0.14369133,alta,1
TRX-001968,366,validacion,13.82,0,normal,validacion,0.04832478,normal,0
TRX-001969,367,validacion,7.91,0,normal,validacion,0.04172663,normal,0
TRX-001971,416,prueba,6.09,0,normal,prueba,0.0465949,normal,0
TRX-001973,417,prueba,13.43,0,normal,prueba,0.04462987,normal,0
TRX-001975,418,prueba,6.31,1,venta_fuera_horario,prueba,0.11422124,alta,1
TRX-001978,368,validacion,9.86,0,normal,validacion,0.049262956,normal,0
TRX-001983,369,validacion,33.59,0,normal,validacion,0.04846742,normal,0
TRX-001985,419,prueba,17.52,1,descuento_fuera_politica,prueba,0.16845286,alta,1
TRX-001986,420,prueba,264.85,1,monto_extremo,prueba,1.29045,alta,1
TRX-001988,421,prueba,7.22,0,normal,prueba,0.04268529,normal,0
TRX-001989,422,prueba,258.48,1,monto_extremo,prueba,1.3937624,alta,1
TRX-001991,370,validacion,255.38,1,monto_extremo,validacion,1.071139,alta,1
TRX-001995,371,validacion,-12.0,1,monto_inconsistente,validacion,0.09746236,media,1
TRX-001997,423,prueba,223.17,1,devolucion_monto_alto,prueba,1.0259929,alta,1
TRX-001998,424,prueba,1.79,0,normal,prueba,0.049007714,normal,0
TRX-002000,425,prueba,6.3,0,normal,prueba,0.059523486,normal,0
TRX-002004,426,prueba,178.11,1,monto_extremo,prueba,0.94653755,alta,1
TRX-002006,427,prueba,6.33,1,descuento_fuera_politica,prueba,0.36319527,alta,1
TRX-002007,428,prueba,4.08,0,normal,prueba,0.040655777,normal,0
TRX-002012,372,validacion,5.7,1,efectivo_descuento_alto,validacion,0.14267766,alta,1
TRX-002018,429,prueba,24.44,0,normal,prueba,0.04858437,normal,0
TRX-002019,373,validacion,1.75,1,efectivo_descuento_alto,validacion,0.09506873,media,1
TRX-002020,374,validacion,4.18,1,efectivo_descuento_alto,validacion,0.15546793,alta,1
TRX-002021,375,validacion,243.77,1,devolucion_monto_alto,validacion,1.2569846,alta,1
TRX-002027,376,validacion,16.56,0,normal,validacion,0.051813394,normal,0
TRX-002034,430,prueba,4.86,0,normal,prueba,0.04981735,normal,0
TRX-002035,377,validacion,21.64,0,normal,validacion,0.041348234,normal,0
TRX-002038,431,prueba,1.24,0,normal,prueba,0.04077424,normal,0
TRX-002040,378,validacion,20.83,0,normal,validacion,0.046289913,normal,0
TRX-002042,432,prueba,-5.0,1,monto_inconsistente,prueba,0.0813559,baja,1
TRX-002043,379,validacion,39.33,0,normal,validacion,0.048606154,normal,0
TRX-002044,433,prueba,216.38,1,devolucion_monto_alto,prueba,1.1582727,alta,1
TRX-002045,380,validacion,111.64,1,empleado_anulaciones_altas,validacion,0.16337785,alta,1
TRX-002048,381,validacion,37.13,0,normal,validacion,0.04788968,normal,0
TRX-002054,434,prueba,6.67,0,normal,prueba,0.04518545,normal,0
TRX-002059,435,prueba,12.5,0,normal,prueba,0.04025824,normal,0
TRX-002064,382,validacion,11.19,0,normal,validacion,0.05277655,normal,0
TRX-002068,436,prueba,120.67,1,monto_extremo,prueba,0.43941185,alta,1
TRX-002069,383,validacion,1.09,0,normal,validacion,0.05403728,normal,0
TRX-002072,437,prueba,13.23,0,normal,prueba,0.04543227,normal,0
TRX-002073,438,prueba,6.13,0,normal,prueba,0.051515173,normal,0
TRX-002074,439,prueba,3.87,0,normal,prueba,0.080495656,baja,1
TRX-002075,440,prueba,5.79,0,normal,prueba,0.05675333,normal,0
TRX-002077,441,prueba,5.52,0,normal,prueba,0.055146694,normal,0
TRX-002078,384,validacion,8.01,0,normal,validacion,0.040916324,normal,0
TRX-002084,442,prueba,2.61,0,normal,prueba,0.043513313,normal,0
TRX-002085,385,validacion,4.15,0,normal,validacion,0.049897756,normal,0
TRX-002086,386,validacion,10.17,0,normal,validacion,0.049223114,normal,0
TRX-002088,443,prueba,9.03,0,normal,prueba,0.048279975,normal,0
TRX-002089,387,validacion,1.9,0,normal,validacion,0.055669688,normal,0
TRX-002090,388,validacion,3.22,0,normal,validacion,0.047984973,normal,0
TRX-002095,444,prueba,21.1,0,normal,prueba,0.05527062,normal,0
TRX-002097,445,prueba,6.29,0,normal,prueba,0.04456036,normal,0
TRX-002099,389,validacion,3.19,0,normal,validacion,0.05532587,normal,0
TRX-002101,446,prueba,10.39,1,descuento_fuera_politica,prueba,0.08322498,media,1
TRX-002102,390,validacion,1.08,0,normal,validacion,0.048294704,normal,0
TRX-002107,447,prueba,19.8,0,normal,prueba,0.04884773,normal,0
TRX-002109,448,prueba,3.17,0,normal,prueba,0.052047443,normal,0
TRX-002110,391,validacion,38.11,0,normal,validacion,0.04844319,normal,0
TRX-002111,392,validacion,9.08,0,normal,validacion,0.05103287,normal,0
TRX-002115,393,validacion,4.1,1,venta_fuera_horario,validacion,0.16047736,alta,1
TRX-002116,449,prueba,2.84,1,descuento_fuera_politica,prueba,0.0906243,media,1
TRX-002118,450,prueba,112.39,1,devolucion_monto_alto,prueba,0.31878674,alta,1
TRX-002120,451,prueba,205.23,1,monto_extremo,prueba,0.966811,alta,1
TRX-002123,452,prueba,3.88,0,normal,prueba,0.04492784,normal,0
TRX-002125,453,prueba,3.61,0,normal,prueba,0.045109868,normal,0
TRX-002127,394,validacion,19.93,0,normal,validacion,0.04632908,normal,0
TRX-002128,395,validacion,17.44,0,normal,validacion,0.048186067,normal,0
TRX-002135,396,validacion,1.17,0,normal,validacion,0.051921554,normal,0
TRX-002138,397,validacion,2.76,0,normal,validacion,0.0421499,normal,0
TRX-002143,454,prueba,17.89,0,normal,prueba,0.048814267,normal,0
TRX-002146,398,validacion,3.54,0,normal,validacion,0.050299954,normal,0
TRX-002149,399,validacion,-25.0,1,monto_inconsistente,validacion,0.33126214,alta,1
TRX-002150,400,validacion,2.61,0,normal,validacion,0.04687214,normal,0
TRX-002153,455,prueba,214.12,1,devolucion_monto_alto,prueba,0.86933154,alta,1
TRX-002155,456,prueba,29.22,0,normal,prueba,0.053557977,normal,0
TRX-002156,457,prueba,17.61,1,venta_fuera_horario,prueba,0.11693632,alta,1
TRX-002158,401,validacion,1.89,0,normal,validacion,0.047923584,normal,0
TRX-002159,458,prueba,9.85,0,normal,prueba,0.048942916,normal,0
TRX-002162,402,validacion,-5.0,1,monto_inconsistente,validacion,0.05644766,normal,0
TRX-002163,459,prueba,7.63,1,venta_fuera_horario,prueba,0.064947866,baja,1
TRX-002166,403,validacion,11.39,0,normal,validacion,0.052613135,normal,0
TRX-002171,404,validacion,8.35,0,normal,validacion,0.036965996,normal,0
TRX-002172,405,validacion,39.0,0,normal,validacion,0.07242316,baja,1
TRX-002173,406,validacion,19.04,0,normal,validacion,0.044712372,normal,0
TRX-002175,460,prueba,20.23,0,normal,prueba,0.050798427,normal,0
TRX-002177,461,prueba,36.81,1,empleado_anulaciones_altas,prueba,0.08006322,baja,1
TRX-002178,462,prueba,-5.0,1,monto_inconsistente,prueba,0.11541859,alta,1
TRX-002181,463,prueba,15.76,0,normal,prueba,0.049548447,normal,0
TRX-002184,407,validacion,109.66,1,empleado_anulaciones_altas,validacion,0.29519933,alta,1
TRX-002185,464,prueba,7.25,0,normal,prueba,0.048152957,normal,0
TRX-002187,465,prueba,49.83,1,venta_fuera_horario,prueba,0.09951328,media,1
TRX-002189,466,prueba,4.12,0,normal,prueba,0.03814254,normal,0
TRX-002199,467,prueba,20.59,0,normal,prueba,0.047735997,normal,0
TRX-002200,468,prueba,96.71,1,devolucion_monto_alto,prueba,0.20931873,alta,1
TRX-002202,408,validacion,1.91,0,normal,validacion,0.049222372,normal,0
TRX-002205,469,prueba,83.4,0,normal,prueba,0.054217473,normal,0
TRX-002206,409,validacion,223.65,1,devolucion_monto_alto,validacion,0.8142853,alta,1
TRX-002209,470,prueba,13.3,0,normal,prueba,0.038983025,normal,0
TRX-002210,471,prueba,79.0,1,empleado_anulaciones_altas,prueba,0.14603071,alta,1
TRX-002213,472,prueba,4.45,0,normal,prueba,0.041365527,normal,0
TRX-002214,473,prueba,6.74,0,normal,prueba,0.0446139,normal,0
TRX-002216,410,validacion,0.0,1,monto_inconsistente,validacion,0.070756264,baja,1
TRX-002217,411,validacion,-12.0,1,monto_inconsistente,validacion,0.13652982,alta,1
TRX-002220,474,prueba,1.22,0,normal,prueba,0.043965288,normal,0
TRX-002222,475,prueba,120.48,1,monto_extremo,prueba,0.4123901,alta,1
TRX-002224,412,validacion,3.3,0,normal,validacion,0.054860223,normal,0
TRX-002230,476,prueba,17.68,0,normal,prueba,0.07731542,baja,1
TRX-002231,477,prueba,16.86,0,normal,prueba,0.046335116,normal,0
TRX-002234,413,validacion,4.17,0,normal,validacion,0.042355504,normal,0
TRX-002244,414,validacion,4.92,0,normal,validacion,0.053164296,normal,0
TRX-002246,415,validacion,3.2,0,normal,validacion,0.050293956,normal,0
TRX-002247,416,validacion,11.7,0,normal,validacion,0.04691913,normal,0
TRX-002251,417,validacion,42.95,1,venta_fuera_horario,validacion,0.11513861,alta,1
TRX-002254,478,prueba,23.18,0,normal,prueba,0.051921405,normal,0
TRX-002256,418,validacion,17.53,1,efectivo_descuento_alto,validacion,0.14624059,alta,1
TRX-002257,479,prueba,23.49,0,normal,prueba,0.050782587,normal,0
TRX-002258,480,prueba,6.98,0,normal,prueba,0.045011863,normal,0
TRX-002259,481,prueba,20.41,0,normal,prueba,0.03749929,normal,0
TRX-002262,419,validacion,16.42,0,normal,validacion,0.03661817,normal,0
TRX-002266,482,prueba,4.35,0,normal,prueba,0.10470802,media,1
TRX-002267,483,prueba,23.59,0,normal,prueba,0.05120186,normal,0
TRX-002271,420,validacion,1.2,0,normal,validacion,0.04845727,normal,0
TRX-002273,421,validacion,205.65,1,devolucion_monto_alto,validacion,1.0944717,alta,1
TRX-002274,484,prueba,8.69,0,normal,prueba,0.046531875,normal,0
TRX-002275,422,validacion,11.0,0,normal,validacion,0.052190147,normal,0
TRX-002278,485,prueba,3.63,1,efectivo_descuento_alto,prueba,0.07709171,baja,1
TRX-002280,486,prueba,1.98,1,descuento_fuera_politica,prueba,0.12217011,alta,1
TRX-002282,423,validacion,13.56,0,normal,validacion,0.049653713,normal,0
TRX-002284,487,prueba,20.95,0,normal,prueba,0.038643375,normal,0
TRX-002285,488,prueba,157.35,1,devolucion_monto_alto,prueba,0.97125626,alta,1
TRX-002288,424,validacion,3.41,0,normal,validacion,0.050811425,normal,0
TRX-002289,489,prueba,3.19,0,normal,prueba,0.053649794,normal,0
TRX-002290,490,prueba,14.06,0,normal,prueba,0.06096781,normal,0
TRX-002291,491,prueba,12.22,0,normal,prueba,0.047569543,normal,0
TRX-002303,425,validacion,131.46,1,devolucion_monto_alto,validacion,0.6671021,alta,1
TRX-002306,426,validacion,12.21,0,normal,validacion,0.048660226,normal,0
TRX-002308,427,validacion,10.23,0,normal,validacion,0.05783969,normal,0
TRX-002309,428,validacion,23.78,0,normal,validacion,0.047752805,normal,0
TRX-002310,429,validacion,3.28,0,normal,validacion,0.052721858,normal,0
TRX-002314,492,prueba,2.42,0,normal,prueba,0.070559286,baja,1
TRX-002317,493,prueba,0.91,1,descuento_fuera_politica,prueba,0.34750232,alta,1
TRX-002318,494,prueba,3.52,0,normal,prueba,0.04932309,normal,0
TRX-002320,495,prueba,1.69,1,venta_fuera_horario,prueba,0.09728921,media,1
TRX-002321,430,validacion,10.74,0,normal,validacion,0.0433575,normal,0
TRX-002322,431,validacion,0.0,1,monto_inconsistente,validacion,0.07112486,baja,1
TRX-002325,432,validacion,164.67,1,monto_extremo,validacion,0.6185837,alta,1
TRX-002328,496,prueba,3.48,0,normal,prueba,0.045358766,normal,0
TRX-002330,433,validacion,164.76,1,devolucion_monto_alto,validacion,0.7232052,alta,1
TRX-002333,497,prueba,4.12,0,normal,prueba,0.041124646,normal,0
TRX-002334,434,validacion,5.11,0,normal,validacion,0.044608194,normal,0
TRX-002335,498,prueba,10.02,1,efectivo_descuento_alto,prueba,0.12789677,alta,1
TRX-002336,499,prueba,173.43,1,devolucion_monto_alto,prueba,0.47011733,alta,1
TRX-002341,500,prueba,38.88,0,normal,prueba,0.052640617,normal,0
TRX-002344,501,prueba,14.29,1,venta_fuera_horario,prueba,0.081180744,baja,1
TRX-002346,435,validacion,234.0,1,devolucion_monto_alto,validacion,1.2342883,alta,1
TRX-002351,502,prueba,12.25,0,normal,prueba,0.03768875,normal,0
TRX-002355,503,prueba,98.95,1,empleado_anulaciones_altas,prueba,0.23680006,alta,1
TRX-002357,504,prueba,7.88,0,normal,prueba,0.039670747,normal,0
TRX-002363,436,validacion,15.22,0,normal,validacion,0.043122467,normal,0
TRX-002364,437,validacion,-5.0,1,monto_inconsistente,validacion,0.05608866,normal,0
TRX-002365,505,prueba,6.97,1,efectivo_descuento_alto,prueba,0.07933015,baja,1
TRX-002366,438,validacion,31.8,1,descuento_fuera_politica,validacion,0.2595284,alta,1
TRX-002367,506,prueba,3.29,1,descuento_fuera_politica,prueba,0.16268541,alta,1
TRX-002369,439,validacion,26.6,0,normal,validacion,0.04331245,normal,0
TRX-002370,507,prueba,5.01,0,normal,prueba,0.047546927,normal,0
TRX-002371,508,prueba,2.39,0,normal,prueba,0.043032043,normal,0
TRX-002374,509,prueba,14.14,0,normal,prueba,0.048310496,normal,0
TRX-002375,510,prueba,10.38,0,normal,prueba,0.052220702,normal,0
TRX-002377,511,prueba,18.24,0,normal,prueba,0.039575487,normal,0
TRX-002378,512,prueba,25.83,0,normal,prueba,0.05791328,normal,0
TRX-002379,513,prueba,8.74,1,descuento_fuera_politica,prueba,0.10708815,alta,1
TRX-002380,514,prueba,5.38,0,normal,prueba,0.043752365,normal,0
TRX-002382,440,validacion,17.95,0,normal,validacion,0.050562985,normal,0
TRX-002383,515,prueba,2.02,0,normal,prueba,0.051471926,normal,0
TRX-002385,441,validacion,136.13,1,devolucion_monto_alto,validacion,0.41905588,alta,1
TRX-002387,442,validacion,11.91,1,venta_fuera_horario,validacion,0.08414616,media,1
TRX-002388,516,prueba,73.04,0,normal,prueba,0.045169715,normal,0
TRX-002393,443,validacion,6.62,0,normal,validacion,0.050126784,normal,0
TRX-002394,444,validacion,196.26,1,monto_extremo,validacion,0.70871884,alta,1
TRX-002395,517,prueba,7.04,1,efectivo_descuento_alto,prueba,0.113105476,alta,1
TRX-002396,518,prueba,89.1,1,empleado_anulaciones_altas,prueba,0.21630916,alta,1
TRX-002397,519,prueba,331.98,1,monto_extremo,prueba,2.5148704,alta,1
TRX-002398,520,prueba,4.91,0,normal,prueba,0.050271235,normal,0
TRX-002400,521,prueba,1.21,0,normal,prueba,0.04267471,normal,0
TRX-002403,445,validacion,7.07,0,normal,validacion,0.05564723,normal,0
TRX-002404,522,prueba,78.0,1,empleado_anulaciones_altas,prueba,0.48101106,alta,1
TRX-002406,523,prueba,69.82,1,empleado_anulaciones_altas,prueba,0.21900104,alta,1
TRX-002412,446,validacion,13.3,1,descuento_fuera_politica,validacion,0.15339762,alta,1
TRX-002413,524,prueba,12.88,1,descuento_fuera_politica,prueba,0.07570257,baja,1
TRX-002414,525,prueba,69.49,1,empleado_anulaciones_altas,prueba,0.42682916,alta,1
TRX-002415,447,validacion,7.73,0,normal,validacion,0.043482054,normal,0
TRX-002417,526,prueba,5.11,0,normal,prueba,0.0500732,normal,0
TRX-002420,448,validacion,3.91,0,normal,validacion,0.05152042,normal,0
TRX-002421,449,validacion,166.53,1,monto_extremo,validacion,0.85231197,alta,1
TRX-002426,527,prueba,0.75,1,descuento_fuera_politica,prueba,0.20412746,alta,1
TRX-002429,450,validacion,3.97,0,normal,validacion,0.037824713,normal,0
TRX-002431,528,prueba,8.06,0,normal,prueba,0.036459997,normal,0
TRX-002433,529,prueba,11.74,1,efectivo_descuento_alto,prueba,0.0684299,baja,1
TRX-002434,530,prueba,5.51,0,normal,prueba,0.05422668,normal,0
TRX-002435,451,validacion,15.82,0,normal,validacion,0.037580594,normal,0
TRX-002441,531,prueba,6.37,0,normal,prueba,0.04575055,normal,0
TRX-002442,452,validacion,16.84,0,normal,validacion,0.03798039,normal,0
TRX-002444,532,prueba,40.07,0,normal,prueba,0.04750471,normal,0
TRX-002450,533,prueba,19.3,0,normal,prueba,0.046655282,normal,0
TRX-002451,534,prueba,2.52,1,venta_fuera_horario,prueba,0.11194836,alta,1
TRX-002453,453,validacion,4.66,1,descuento_fuera_politica,validacion,0.25229853,alta,1
TRX-002454,454,validacion,16.82,0,normal,validacion,0.049458336,normal,0
TRX-002455,535,prueba,6.14,0,normal,prueba,0.049180336,normal,0
TRX-002457,536,prueba,4.21,0,normal,prueba,0.04235023,normal,0
TRX-002458,537,prueba,10.97,0,normal,prueba,0.049661882,normal,0
TRX-002459,538,prueba,2.68,0,normal,prueba,0.042287976,normal,0
TRX-002461,539,prueba,19.63,0,normal,prueba,0.04194793,normal,0
TRX-002462,455,validacion,20.4,1,venta_fuera_horario,validacion,0.11816133,alta,1
TRX-002463,540,prueba,5.92,0,normal,prueba,0.05148406,normal,0
TRX-002465,456,validacion,43.81,1,empleado_anulaciones_altas,validacion,0.08422199,media,1
TRX-002467,457,validacion,7.89,0,normal,validacion,0.04149136,normal,0
TRX-002480,541,prueba,1.75,0,normal,prueba,0.04654761,normal,0
TRX-002483,542,prueba,8.1,1,venta_fuera_horario,prueba,0.07258412,baja,1
TRX-002484,543,prueba,12.88,0,normal,prueba,0.053312093,normal,0
TRX-002485,458,validacion,5.98,0,normal,validacion,0.052998316,normal,0
TRX-002486,544,prueba,17.03,0,normal,prueba,0.04467823,normal,0
TRX-002488,545,prueba,8.51,0,normal,prueba,0.04900018,normal,0
TRX-002489,459,validacion,8.71,0,normal,validacion,0.044640176,normal,0
TRX-002492,546,prueba,2.71,0,normal,prueba,0.045844465,normal,0
TRX-002494,460,validacion,3.3,0,normal,validacion,0.05223259,normal,0
TRX-002495,547,prueba,201.0,1,monto_extremo,prueba,1.0405823,alta,1
TRX-002496,461,validacion,6.64,0,normal,validacion,0.052972533,normal,0
TRX-002500,548,prueba,5.15,1,efectivo_descuento_alto,prueba,0.0551776,normal,0
TRX-002503,462,validacion,27.96,0,normal,validacion,0.047414627,normal,0
TRX-002504,463,validacion,5.33,0,normal,validacion,0.04364907,normal,0
TRX-002505,549,prueba,-25.0,1,monto_inconsistente,prueba,0.23208886,alta,1
TRX-002507,550,prueba,25.43,0,normal,prueba,0.05686491,normal,0
TRX-002508,464,validacion,24.12,0,normal,validacion,0.050554626,normal,0
TRX-002509,465,validacion,23.16,0,normal,validacion,0.043136086,normal,0
TRX-002510,551,prueba,5.26,0,normal,prueba,0.060162593,normal,0
TRX-002511,466,validacion,10.5,0,normal,validacion,0.050379205,normal,0
TRX-002513,467,validacion,2.91,0,normal,validacion,0.052911486,normal,0
